locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA
STM0992	STM0992	1	AE006468	1078205	1079527	+		mukF protein	0.5382	51
STM0993	STM0993	1	AE006468	1079508	1080212	+		putative chromosome partitioning	0.5348	30
STM0994	STM0994	1	AE006468	1080212	1084678	+		kinesin-line cell division protein involved in sister chromosome partitioning	0.5670	133
STM0995	STM0995	1	AE006468	1085023	1086864	+		putative periplasmic protein	0.5695	83
STM0996	STM0996	1	AE006468	1087124	1087672	+		putative outer membrane protein	0.5191	31
STM0997	STM0997	1	AE006468	1087700	1088347	+		putative metallo-beta-lactamase	0.5509	19
STM0998	STM0998	1	AE006468	1088409	1089599	-		aspartate aminotransferase	0.5542	46
STM0999	STM0999	1	AE006468	1089784	1090875	-		outer membrane protein 1a (ia	0.5110	66
STM1000	STM1000	1	AE006468	1091482	1092882	-		asparagine tRNA synthetase	0.5510	52
STM1001	STM1001	1	AE006468	1093083	1093544	-		putative leucine response regulator	0.4892	18
STM1002	STM1002	1	AE006468	1093861	1095075	+		putatiave diaminopropionate ammonia lyase	0.4560	87
STM1003	STM1003	1	AE006468	1095320	1096756	+		putative transcriptional regulator, Lrp family	0.4308	104
STM1004	STM1004	1	AE006468	1096834	1098036	-		nicotinate phosphoribosyltransferase	0.5445	49
STM1005	STM1005	1	AE006468	1098231	1099523	-		Gifsy-2 prophage integrase	0.4880	61
STM1006	STM1006	1	AE006468	1099568	1099816	-		Gifsy-2 prophage excisionase	0.4980	8
STM1007	STM1007	1	AE006468	1099857	1100096	-		Gifsy-2 prophage protein	0.5208	13
STM1008	STM1008	1	AE006468	1100139	1101296	-		Gifsy-2 prophage protein	0.5207	47
STM1009	STM1009	1	AE006468	1101259	1104144	-		Gifsy-2 prophage exodeoxyribonuclease	0.5308	100
STM1010	STM1010	1	AE006468	1104271	1104570	-		Gifsy-2 prophage protein	0.3800	18
STM1011	STM1011	1	AE006468	1104743	1105003	-		Gifsy-2 prophage protein	0.4866	11
STM1012	STM1012	1	AE006468	1105053	1105463	-		Gifsy-2 prophage putative regulatory protein	0.4696	12
STM1013	STM1013	1	AE006468	1105788	1106162	+		Gifsy-2 prophage putative regulatory protein	0.5280	17
STM1014	STM1014	1	AE006468	1106247	1107230	+		Gifsy-2 prophage putative regulatory protein	0.4675	53
STM1015	STM1015	1	AE006468	1107233	1107982	+		Gifsy-2 prophage ATPase involved in DNA replication initiation	0.5253	25
STM1016	STM1016	1	AE006468	1107993	1108340	+		Gifsy-2 prophage protein	0.5431	11
STM1017	STM1017	1	AE006468	1108337	1108648	+		Gifsy-2 prophage protein	0.5449	7
STM1018	STM1018	1	AE006468	1108726	1109016	+		Gifsy-2 prophage protein	0.3540	23
STM1019	STM1019	1	AE006468	1109308	1109541	+		Gifsy-2 prophage protein	0.4615	11
STM1020	STM1020	1	AE006468	1109957	1110559	+		Gifsy-2 prophage protein	0.5224	23
STM1021	STM1021	1	AE006468	1110768	1111379	+		Gifsy-2 prophage protein	0.5866	16
STM1022	STM1022	1	AE006468	1111512	1112309	+		Gifsy-2 prophage putative molecular chaperone, DnaJ family	0.4637	48
STM1023	STM1023	1	AE006468	1112376	1112693	+		Gifsy-2 prophage protein	0.4654	16
STM1024	STM1024	1	AE006468	1112867	1112992	+		Gifsy-2 prophage protein	0.4286	3
STM1025	STM1025	1	AE006468	1113128	1113577	-		Gifsy-2 prophage protein	0.5378	20
STM1026	STM1026	1	AE006468	1113938	1114450	-		Gifsy-2 prophage protein	0.4347	31
STM1027	STM1027	1	AE006468	1114981	1115229	+		Gifsy-2 prophage protein	0.5221	10
STM1028	STM1028	1	AE006468	1115213	1115665	+		Gifsy-2 prophage lysozyme	0.5320	19
STM1029	STM1029	1	AE006468	1115683	1116162	+		Gifsy-2 prophage protein	0.5437	19
STM1030	STM1030	1	AE006468	1116370	1116903	+		Gifsy-2 prophage protein	0.5150	18
STM1031	STM1031	1	AE006468	1116860	1118998	+		Gifsy-2 prophage protein	0.5493	79
STM1032	STM1032	1	AE006468	1119432	1120745	+		Gifsy-2 prophage protein	0.5685	55
STM1033	STM1033	1	AE006468	1120669	1122750	+		Gifsy-2 prophage Clp protease-like protein	0.5250	85
STM1034	STM1034	1	AE006468	1122841	1123164	+		Gifsy-2 prophage putative RecA/RadA recombinase	0.5278	16
STM1035	STM1035	1	AE006468	1123157	1123456	+		Gifsy-2 prophage ATP-binding sugar transporter-like protein	0.5233	11
STM1036	STM1036	1	AE006468	1123437	1124003	+		Gifsy-2 prophage probable minor tail protein	0.5132	22
STM1037	STM1037	1	AE006468	1124000	1124401	+		Gifsy-2 prophage probable minor tail protein	0.5547	17
STM1038	STM1038	1	AE006468	1124413	1125162	+		Gifsy-2 prophage probable major tail protein	0.5080	39
STM1039	STM1039	1	AE006468	1125208	1125606	+		Gifsy-2 prophage probable minor tail protein	0.5013	20
STM1040	STM1040	1	AE006468	1125603	1125932	+		Gifsy-2 prophage probable minor tail protein	0.5364	5
STM1041	STM1041	1	AE006468	1126012	1128999	+		Gifsy-2 prophage probable minor tail protein	0.5629	97
STM1042	STM1042	1	AE006468	1128996	1129328	+		Gifsy-2 prophage probable minor tail protein	0.5135	10
STM1043	STM1043	1	AE006468	1129427	1129924	+		Gifsy-2 prophage attachment and invasion protein homolog	0.4438	39
STM1044	STM1044	1	AE006468	1130041	1130574	-		Gifsy-2 prophage superoxide dismutase precursor (Cu-Zn)	0.4869	21
STM1045	STM1045	1	AE006468	1130664	1131359	+		Gifsy-2 prophage probable minor tail protein	0.5374	24
STM1046	STM1046	1	AE006468	1131369	1132106	+		Gifsy-2 prophage probable tail assembly protein	0.5461	30
STM1047	STM1047	1	AE006468	1132004	1132708	+		Gifsy-2 prophage probable tail assembly protein	0.5688	29
STM1048	STM1048	1	AE006468	1132780	1135227	+		Gifsy-2 prophage host specificity protein J, phage lambda	0.5662	104
STM1049	STM1049	1	AE006468	1136464	1138902	+		Gifsy-2 prophage probable tail fiber protein	0.5761	88
STM1050	STM1050	1	AE006468	1138902	1139483	+		Gifsy-2 prophage tail fiber assembly like-protein	0.4863	26
STM1051	STM1051	1	AE006468	1139959	1140927	+		Gifsy-2 prophage putative type III secreted protein	0.4107	69
STM1053	STM1053	1	AE006468	1141575	1142201	-		Gifsy-2 prophage protein	0.5247	33
STM1054	STM1054	1	AE006468	1142270	1142569	-		Gifsy-2 prophage protein	0.4233	18
STM1055	STM1055	1	AE006468	1142554	1143240	-		Gifsy-2 prophage protein	0.3450	61
STM1056	STM1056	1	AE006468	1143511	1143702	-		Gifsy-2 prophage protein	0.4792	6
STM1057	STM1057	1	AE006468	1144129	1146741	+		aminopeptidase N	0.5373	112
STM1058	STM1058	1	AE006468	1146949	1147959	+		dihydro-orotate oxidase	0.4807	65
STM1059	STM1059	1	AE006468	1148125	1148667	+		putative cytoplasmic protein	0.5175	20
STM1060	STM1060	1	AE006468	1148664	1149773	-		putative iron-sulfur protein	0.5541	42
STM1061	STM1061	1	AE006468	1149872	1151980	+		putative N6-adenine-specific DNA methylase	0.5505	84
STM1062	STM1062	1	AE006468	1151993	1153900	+		putative ATPase component of ABC transporter	0.5283	80
STM1063	STM1063	1	AE006468	1153915	1155168	+		paraquat-inducible protein A	0.5223	55
STM1064	STM1064	1	AE006468	1155173	1156813	+		paraquat-inducible protein B	0.5131	72
STM1065	STM1065	1	AE006468	1156810	1157373	+		putative outer membrane protein	0.5230	33
STM1066	STM1066	1	AE006468	1157629	1157796	+		ribosome modulation factor (involved in dimerization of 70S ribosomes)	0.5357	4
STM1067	STM1067	1	AE006468	1157896	1158414	-		beta-hydroxydecanoyl thioester dehydrase	0.5356	21
STM1068	STM1068	1	AE006468	1158483	1160243	-		putative protease	0.5344	69
STM1069	STM1069	1	AE006468	1160429	1160881	+		putative cytoplasmic protein	0.4680	21
STM1070	STM1070	1	AE006468	1160953	1162005	-		putative membrane component hydrogenase	0.5413	51
STM1071	STM1071	1	AE006468	1162362	1162871	-		suppressor of lon	0.5059	25
STM1072	STM1072	1	AE006468	1163088	1163693	+		putative DNA transformation protein	0.5017	32
STM1073	STM1073	1	AE006468	1163680	1165833	-		putative efflux (PET) family transporter	0.5432	113
STM1074	STM1074	1	AE006468	1165852	1166298	-		putative inner membrane protein	0.5190	26
STM1075	STM1075	1	AE006468	1166422	1168476	+		DNA helicase IV	0.5557	83
STM1076	STM1076	1	AE006468	1168512	1168970	-		methylglyoxal synthase	0.5381	19
STM1077	STM1077	1	AE006468	1169065	1169727	-		putative periplasmic protein	0.5294	25
STM1078	STM1078	1	AE006468	1169898	1170314	+		putative cytoplasmic protein	0.5564	15
STM1079	STM1079	1	AE006468	1170359	1170676	-		putative inner membrane protein	0.5566	14
STM1080	STM1080	1	AE006468	1170734	1171945	-		putative SAM-dependent methyltransferase	0.5421	47
STM1081	STM1081	1	AE006468	1172160	1172708	+		putative outer membrane protein	0.5464	24
STM1082	STM1082	1	AE006468	1172734	1173513	+		AraC family bacterial regulatory protein	0.5385	40
STM1083	STM1083	1	AE006468	1173562	1173843	+		putative phosphohydrolase	0.5603	13
STM1084	STM1084	1	AE006468	1173840	1174169	-		putative sulfite reductase, gamma subunit	0.5030	16
STM1085	STM1085	1	AE006468	1174256	1174915	-		putative TEGT family carrier	0.5258	41
STM1086	STM1086	5	AE006468	1175309	1175393	+		tRNA-Ser	0.6000	0
STM1087	STM1087	1	AE006468	1175536	1176216	-		Pathogenicity island encoded protein: SPI5	0.4405	41
STM1088	STM1088	1	AE006468	1176438	1177313	-		Pathogenicity island encoded protein: SPI5	0.3938	68
STM1089	STM1089	1	AE006468	1177531	1177851	+		Pathogenicity island encoded protein: SPI5	0.3551	25
STM1090	STM1090	1	AE006468	1177861	1178202	-		Pathogenicity island encoded protein: SPI5	0.4386	21
STM1091	STM1091	1	AE006468	1178219	1179904	-		Pathogenicity island encoded protein: SPI5	0.4703	100
STM1092	STM1092	1	AE006468	1180236	1180406	+		Pathogenicity island encoded protein: SPI5	0.4386	9
STM1093	STM1093	1	AE006468	1180407	1180517	-		Pathogenicity island encoded protein: SPI5	0.4414	7
STM1094	STM1094	1	AE006468	1180626	1182095	-		Pathogenicity island encoded protein: SPI5	0.4864	96
STM1095	STM1095	1	AE006468	1182268	1183632	-		Copper resistance; histidine kinase	0.5150	74
STM1096	STM1096	1	AE006468	1183625	1184371	-		Copper resistance transcriptional regulatory protein	0.5007	30
STM1097	STM1097	1	AE006468	1184441	1184851	+		putative periplasmic or exported protein	0.4818	29
STM1098	STM1098	1	AE006468	1185184	1185696	-		4-hydroxyphenylacetate catabolism protein	0.5458	23
STM1099	STM1099	1	AE006468	1185714	1187276	-		4-hydroxyphenylacetate catabolism protein	0.5259	78
STM1100	STM1100	1	AE006468	1187494	1187934	-		4-hydroxyphenylacetate catabolism protein	0.5215	17
STM1101	STM1101	1	AE006468	1188209	1189498	+		4-hydroxyphenylacetate catabolism protein	0.5636	57
STM1102	STM1102	1	AE006468	1189495	1190961	+		4-hydroxyphenylacetate catabolism protein	0.5971	34
STM1103	STM1103	1	AE006468	1190963	1191814	+		4-hydroxyphenylacetate catabolism protein	0.5387	34
STM1104	STM1104	1	AE006468	1191824	1192204	+		4-hydroxyphenylacetate catabolism protein	0.5381	18
STM1105	STM1105	1	AE006468	1192347	1193150	+		4-hydroxyphenylacetate catabolism protein	0.5908	19
STM1106	STM1106	1	AE006468	1193161	1193952	+		4-hydroxyphenylacetate catabolism protein	0.6073	22
STM1107	STM1107	1	AE006468	1194024	1195400	+		4-hydroxyphenylacetate catabolism protein	0.5309	65
STM1108	STM1108	1	AE006468	1195410	1196306	+		4-hydroxyphenylacetate catabolism protein	0.5206	39
STM1109	STM1109	1	AE006468	1196320	1197258	+		putative periplasmic protein	0.5261	45
STM1110	STM1110	1	AE006468	1197666	1198028	-		putative cytoplasmic protein	0.3802	36
STM1111	STM1111	1	AE006468	1198682	1198987	-		putative cytoplasmic protein	0.5523	13
STM1112	STM1112	1	AE006468	1198987	1199907	-		curved DNA-binding protein	0.5342	36
STM1113	STM1113	1	AE006468	1200142	1200504	+		suppression of copper sensitivity: putative copper binding protein	0.5950	11
STM1114	STM1114	1	AE006468	1200553	1202439	+		suppression of copper sensitivity protein	0.5808	67
STM1115	STM1115	1	AE006468	1202436	1203059	+		suppression of copper sensitivity protein	0.5224	25
STM1116	STM1116	1	AE006468	1203049	1203555	+		suppression of copper sensitivity protein	0.6193	13
STM1117	STM1117	1	AE006468	1203688	1204929	+		glucose-1-phosphatase	0.5499	56
STM1118	STM1118	1	AE006468	1204963	1205190	-		putative cytoplasmic protein	0.4781	8
STM1119	STM1119	1	AE006468	1205211	1205807	-		trp-repressor binding protein	0.5678	23
STM1121	STM1121	1	AE006468	1206192	1206359	+		putative cytoplasmic protein	0.5238	7
STM1122	STM1122	1	AE006468	1206496	1207134	+		putative transcriptional repressor (TetR/AcrR family)	0.5446	20
STM1123	STM1123	1	AE006468	1207131	1207526	-		putative periplasmic protein	0.5833	11
STM1124	STM1124	1	AE006468	1207585	1211547	-		plasma membrane proline dehydrogenase	0.5910	141
STM1125	STM1125	1	AE006468	1211969	1213477	+		SSS family major sodium/proline symporter	0.5408	74
STM1126	STM1126	1	AE006468	1214304	1215158	+		PhoB-dependent ATP-binding pho regulon component	0.5076	35
STM1127	STM1127	1	AE006468	1215264	1216145	-		putative transcriptional regulator	0.4921	47
STM1128	STM1128	1	AE006468	1216430	1217926	-		putative sodium/glucose cotransporter	0.4536	93
STM1129	STM1129	1	AE006468	1218263	1218943	-		putative inner membrane protein	0.5154	34
STM1130	STM1130	1	AE006468	1219449	1220609	+		putative inner membrane protein	0.4057	94
STM1131	STM1131	1	AE006468	1220655	1221347	+		putative outer membrane protein	0.3608	69
STM1132	STM1132	1	AE006468	1221630	1222910	+		putative sugar transport protein	0.4528	79
STM1133	STM1133	1	AE006468	1222921	1224027	+		putative dehydrogenases and related proteins	0.4652	54
STM1134	STM1134	5	AE006468	1224732	1224816	-		tRNA-Ser	0.6118	3
STM1135	STM1135	1	AE006468	1225055	1225993	+		putative oxidoreductase	0.5506	45
STM1136	STM1136	1	AE006468	1226077	1226814	+		putative Histidinol phosphatase	0.5163	35
STM1137	STM1137	1	AE006468	1226838	1227392	+		putative oxidoreductase component	0.5315	22
STM1138	STM1138	1	AE006468	1227445	1227975	+		putative inner membrane protein	0.5254	29
STM1139	STM1139	1	AE006468	1228014	1228847	-		putative transcriptional regulator in curly assembly/transport, 2nd curli operon	0.4904	48
STM1140	STM1140	1	AE006468	1228874	1229290	-		curli production assembly/transport component, 2nd curli operon	0.4460	27
STM1141	STM1141	1	AE006468	1229317	1229712	-		curli production assembly/transport component, 2nd curli operon	0.4444	22
STM1142	STM1142	1	AE006468	1229717	1230367	-		putative transcriptional regulator	0.4071	53
STM1143	STM1143	1	AE006468	1231122	1231577	+		minor curlin subunit precursor	0.4342	36
STM1144	STM1144	1	AE006468	1231619	1232074	+		curlin major subunit	0.5154	27
STM1145	STM1145	1	AE006468	1232136	1232462	+		putative curli production protein	0.4495	20
STM1146	STM1146	1	AE006468	1232593	1232913	+		putative periplasmic protein	0.4766	21
STM1147	STM1147	1	AE006468	1233002	1233541	+		putative ACR protein	0.5519	23
STM1148	STM1148	1	AE006468	1233480	1234964	+		putative phospholipase	0.5360	69
STM1149	STM1149	1	AE006468	1234981	1236135	-		membrane protein	0.4641	74
STM1150	STM1150	1	AE006468	1236407	1237942	+		periplasmic glucans biosynthesis protein	0.5104	72
STM1151	STM1151	1	AE006468	1237935	1240478	+		membrane glycosyltransferase	0.5625	98
STM1152	STM1152	1	AE006468	1240552	1240779	+		putative outer membrane lipoprotein	0.5263	17
STM1153	STM1153	1	AE006468	1240780	1241154	-		acidic protein suppresses mutants lacking function of protein export	0.5227	10
STM1154	STM1154	1	AE006468	1241236	1242450	-		putative MFS family transport protein	0.5490	53
STM1155	STM1155	1	AE006468	1242605	1243525	-		lauroyl/myristoyl acyltransferase involved in lipid A biosynthesis	0.5375	45
STM1156	STM1156	1	AE006468	1243745	1244797	+		putative enzyme related to sulfur transferases	0.5109	46
STM1157	STM1157	1	AE006468	1244849	1245424	-		putative secreted protein	0.5035	25
STM1158	STM1158	1	AE006468	1245421	1245993	-		putative inner membrane protein	0.5253	31
STM1159	STM1159	1	AE006468	1246256	1246369	-		putative inner membrane protein	0.3860	6
STM1160	STM1160	1	AE006468	1246410	1247528	-		putative sarcosine oxidase	0.5576	53
STM1161	STM1161	1	AE006468	1247641	1247895	-		putative cytoplasmic protein	0.4667	15
STM1162	STM1162	1	AE006468	1248185	1248430	-		DNA damage-inducible protein I	0.5163	10
STM1163	STM1163	1	AE006468	1248504	1249550	-		dihydro-orotase	0.5396	50
STM1164	STM1164	1	AE006468	1249655	1250215	-		putative outer membrane lipoprotein	0.4545	33
STM1165	STM1165	1	AE006468	1250340	1250987	-		glutaredoxin 2	0.4645	37
STM1166	STM1166	1	AE006468	1251051	1252259	-		putative MFS superfamily transport protein	0.5633	50
STM1167	STM1167	1	AE006468	1252496	1253080	+		acetylation of N-terminal alanine of 30S ribosomal subunit protein S5	0.5111	27
STM1168	STM1168	1	AE006468	1253116	1253763	+		putative cytoplasmic protein	0.5602	20
STM1169	STM1169	1	AE006468	1253765	1254688	+		putative virulence factor	0.5768	38
STM1170	STM1170	1	AE006468	1254953	1256527	+		putative virulence factor	0.5422	65
STM1171	STM1171	1	AE006468	1256609	1257031	-		flagellar biosynthesis protein	0.5366	14
STM1172	STM1172	1	AE006468	1257036	1257329	-		anti-FliA factor	0.5170	17
STM1173	STM1173	1	AE006468	1257421	1258080	-		flagellar biosynthesis protein	0.5803	18
STM1174	STM1174	1	AE006468	1258237	1258653	+		flagellar biosynthesis protein	0.5228	24
STM1175	STM1175	1	AE006468	1258657	1259061	+		flagellar biosynthesis protein	0.5481	16
STM1176	STM1176	1	AE006468	1259073	1259771	+		flagellar biosynthesis protein	0.5451	31
STM1177	STM1177	1	AE006468	1259798	1261009	+		hook protein	0.5536	53
STM1178	STM1178	1	AE006468	1261030	1261785	+		flagellar biosynthesis protein	0.6071	29
STM1179	STM1179	1	AE006468	1261799	1262581	+		flagellar biosynthesis protein	0.5645	26
STM1180	STM1180	1	AE006468	1262636	1263334	+		flagellar biosynthesis protein	0.5436	35
STM1181	STM1181	1	AE006468	1263346	1264443	+		putative flagella basal body protein	0.5765	35
STM1182	STM1182	1	AE006468	1264443	1265393	+		flagellar biosynthesis protein	0.5626	34
STM1183	STM1183	1	AE006468	1265458	1267119	+		hook-filament junction protein 1	0.5181	89
STM1184	STM1184	1	AE006468	1267134	1268087	+		hook-filament junction protein	0.5367	42
STM1185	STM1185	1	AE006468	1268344	1271547	-		RNase E	0.5843	105
STM1187	STM1187	1	AE006468	1272121	1273080	+		23S rRNA pseudouridylate synthase	0.5531	33
STM1188	STM1188	1	AE006468	1273236	1273979	+		putative inner membrane lipoprotein	0.4624	38
STM1189	STM1189	1	AE006468	1274481	1275065	-		putative inhibitor of septum formation	0.5538	19
STM1190	STM1190	1	AE006468	1275263	1275784	+		putative metal-binding protein	0.5172	23
STM1191	STM1191	1	AE006468	1275836	1276009	+		50S ribosomal subunit protein L32	0.5287	8
STM1192	STM1192	1	AE006468	1276143	1277222	+		putative fatty acid/phospholipid synthesis protein	0.5343	39
