Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Names (primary),Gene Names (ORF),Gene Names (synonym)
P68738,reviewed,NFI_SALTY,"Endonuclease V, EC 3.1.21.7 (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V, DNase V)",nfi STM4168 STMF1.22,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),223,nfi,STMF1.22,
P69066,reviewed,SICA_SALTY,Chaperone protein SicA (Salmonella invasin chaperone),sicA spaT STM2886,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),165,sicA,,spaT
P69936,reviewed,YDFG_SALTY,"NADP-dependent 3-hydroxy acid dehydrogenase YdfG (L-allo-threonine dehydrogenase, EC 1.1.1.381) (Malonic semialdehyde reductase, EC 1.1.1.298)",ydfG STM1511,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),248,ydfG,,
P74839,reviewed,PRPR_SALTY,Propionate catabolism operon regulatory protein,prpR STM0367,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),541,prpR,,
P74852,reviewed,SSAJ_SALTY,Secretion system apparatus lipoprotein SsaJ,ssaJ STM1409,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),249,ssaJ,,
P74853,reviewed,SCTL2_SALTY,"SPI-2 type 3 secretion system stator protein, T3SS-2 stator protein (Secretion system apparatus protein SsaK)",sctL2 ssaK STM1411,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),224,sctL2,,ssaK
P74856,reviewed,SSAV_SALTY,Secretion system apparatus protein SsaV,ssaV STM1414,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),681,ssaV,,
P74860,reviewed,SSAQ_SALTY,Secretion system apparatus protein SsaQ,ssaQ STM1418,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),322,ssaQ,,
P74861,reviewed,TYRB_SALTY,"Aromatic-amino-acid aminotransferase, ARAT, AROAT, EC 2.6.1.57",tyrB STM4248,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),397,tyrB,,
P74883,reviewed,PUR5_SALTY,"Phosphoribosylformylglycinamidine cyclo-ligase, EC 6.3.3.1 (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)",purM STM2499,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),345,purM,,
P74884,reviewed,FEOB_SALTY,Fe(2+) transporter FeoB (Ferrous iron transport protein B),feoB STM3506,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),772,feoB,,
P77980,reviewed,AROB_SALTY,"3-dehydroquinate synthase, DHQS, EC 4.2.3.4",aroB STM3486,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),362,aroB,,
P96064,reviewed,PHNU_SALTY,Putative 2-aminoethylphosphonate transport system permease protein PhnU,phnU STM0427,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),286,phnU,,
Q02755,reviewed,MCPC_SALTY,Methyl-accepting chemotaxis citrate transducer (Citrate chemoreceptor protein),tcp STM3577,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),547,tcp,,
Q03030,reviewed,DCOA_SALTY,"Oxaloacetate decarboxylase alpha chain, EC 7.2.4.2",oadA1 oadA STM0055; oadA2 STM3352,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),591,oadA1; oadA2,; ,oadA; 
Q03031,reviewed,OADB2_SALTY,"Oxaloacetate decarboxylase beta chain 2, EC 7.2.4.2",oadB2 oadB STM3351,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),433,oadB2,,oadB
Q04866,reviewed,WZZB_SALTY,Chain length determinant protein (Polysaccharide antigen chain regulator),wzzB cld rol STM2079,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),327,wzzB,,cld rol
Q04873,reviewed,UDG_SALTY,"UDP-glucose 6-dehydrogenase, UDP-Glc dehydrogenase, UDP-GlcDH, UDPGDH, EC 1.1.1.22",udg pagA pmrE STM2080,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),388,udg,,pagA pmrE
Q05311,reviewed,UVRD_SALTY,"DNA helicase II, EC 3.6.4.12",uvrD STM3951 STMD1.39,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),720,uvrD,STMD1.39,
Q05587,reviewed,POCR_SALTY,Regulatory protein PocR,pocR STM2036,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),303,pocR,,
Q05593,reviewed,CBIL_SALTY,"Cobalt-precorrin-2 C(20)-methyltransferase, EC 2.1.1.151 (S-adenosyl-L-methionine--cobalt-precorrin-2 methyltransferase)",cbiL STM2024,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),237,cbiL,,
Q05594,reviewed,CBIM_SALTY,"Cobalt transport protein CbiM (Energy-coupling factor transporter probable substrate-capture protein CbiM, ECF transporter S component CbiM)",cbiM STM2023,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),245,cbiM,,
Q05595,reviewed,CBIN_SALTY,"Cobalt transport protein CbiN (Energy-coupling factor transporter probable substrate-capture protein CbiN, ECF transporter S component CbiN)",cbiN STM2022,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),93,cbiN,,
Q05597,reviewed,CBIP_SALTY,Cobyric acid synthase,cbiP STM2019,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),506,cbiP,,
Q05598,reviewed,CBIQ_SALTY,"Cobalt transport protein CbiQ (Energy-coupling factor transporter transmembrane protein CbiQ, ECF transporter T component CbiQ)",cbiQ STM2021,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),225,cbiQ,,
Q05601,reviewed,CBIC_SALTY,"Cobalt-precorrin-8 methylmutase, EC 5.4.99.60 (Cobalt-precorrin isomerase)",cbiC STM2033,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),210,cbiC,,
Q05602,reviewed,COBS_SALTY,"Adenosylcobinamide-GDP ribazoletransferase, EC 2.7.8.26 (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)",cobS STM2017,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),247,cobS,,
Q05628,reviewed,CBID_SALTY,"Cobalt-precorrin-5B C(1)-methyltransferase, EC 2.1.1.195 (Cobalt-precorrin-6A synthase)",cbiD STM2032,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),379,cbiD,,
Q05632,reviewed,CBIT_SALTY,"Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating), EC 2.1.1.196",cbiT STM2030,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),192,cbiT,,
Q05869,reviewed,MUTY_SALTY,"Adenine DNA glycosylase, EC 3.2.2.31",mutY mutB STM3110,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),350,mutY,,mutB
Q08016,reviewed,OTC_SALTY,"Ornithine carbamoyltransferase, OTCase, EC 2.1.3.3",argI STM4469,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),334,argI,,
Q56016,reviewed,RSMA_SALTY,"Ribosomal RNA small subunit methyltransferase A, EC 2.1.1.182 (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)",rsmA ksgA STM0090,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),273,rsmA,,ksgA
Q56019,reviewed,SIPB_SALTY,Cell invasion protein SipB (Effector protein SipB),sipB sspB STM2885,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),593,sipB,,sspB
Q56026,reviewed,SIPD_SALTY,Cell invasion protein SipD (Salmonella invasion protein D),sipD sspD STM2883,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),343,sipD,,sspD
Q56036,reviewed,MGLC_SALTY,Galactoside transport system permease protein MglC,mglC STM2188,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),336,mglC,,
Q56057,reviewed,ERA_SALTY,GTPase Era,era STM2580,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),301,era,,
Q56064,reviewed,ENTD_SALTY,"Enterobactin synthase component D (4'-phosphopantetheinyl transferase EntD, EC 2.7.8.-) (Enterochelin synthase D)",entD STM0584,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),234,entD,,
Q56066,reviewed,MOEA_SALTY,"Molybdopterin molybdenumtransferase, MPT Mo-transferase, EC 2.10.1.1",moeA STM0846,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),413,moeA,,
Q56073,reviewed,DNAK_SALTY,Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70),dnaK STM0012,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),638,dnaK,,
Q56078,reviewed,BGLX_SALTY,"Periplasmic beta-glucosidase, EC 3.2.1.21 (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase) (T-cell inhibitor)",bglX STM2166,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),765,bglX,,
Q56121,reviewed,RF3_SALTY,"Peptide chain release factor 3, RF-3",prfC STM4560,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),529,prfC,,
Q60010,reviewed,NUOH_SALTY,"NADH-quinone oxidoreductase subunit H, EC 7.1.1.- (NADH dehydrogenase I subunit H) (NDH-1 subunit H)",nuoH STM2322,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),325,nuoH,,
Q7CP65,unreviewed,Q7CP65_SALTY,"Phosphoserine phosphatase, EC 3.1.3.3 (O-phosphoserine phosphohydrolase)",serB STM4578,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),322,serB,,
Q7CP66,reviewed,TYPH_SALTY,"Thymidine phosphorylase, EC 2.4.2.4 (TdRPase)",deoA STM4568,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),440,deoA,,
Q7CP94,unreviewed,Q7CP94_SALTY,"Ribonuclease R, RNase R, EC 3.1.13.1",vacB rnr STM4368,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),812,vacB,,rnr
Q7CP97,unreviewed,Q7CP97_SALTY,"Fumarate reductase flavoprotein subunit, EC 1.3.5.4",frdA STM4343,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),596,frdA,,
Q7CPB3,unreviewed,Q7CPB3_SALTY,"Diacylglycerol kinase, EC 2.7.1.107",dgkA STM4236,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),122,dgkA,,
Q7CPB4,reviewed,UBIA_SALTY,"4-hydroxybenzoate octaprenyltransferase, EC 2.5.1.39 (4-HB polyprenyltransferase)",ubiA STM4234,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),290,ubiA,,
Q7CPC0,reviewed,CPTA_SALTY,"Phosphoethanolamine transferase CptA, EC 2.7.-.-",cptA STM4118,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),577,cptA,,
Q7CPC4,reviewed,RHAM_SALTY,"L-rhamnose mutarotase, EC 5.1.3.32 (Rhamnose 1-epimerase) (Type-3 mutarotase)",rhaM STM4043,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),104,rhaM,,
Q7CPD4,reviewed,PEPQ_SALTY,"Xaa-Pro dipeptidase, X-Pro dipeptidase, EC 3.4.13.9 (Imidodipeptidase) (Proline dipeptidase, Prolidase)",pepQ STM3984,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),443,pepQ,,
Q7CPE1,reviewed,ATPA_SALTY,"ATP synthase subunit alpha, EC 7.1.2.2 (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",atpA STM3867,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),513,atpA,,
Q7CPE2,reviewed,ATPB_SALTY,"ATP synthase subunit beta, EC 7.1.2.2 (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",atpD STM3865,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),460,atpD,,
Q7CPF3,unreviewed,Q7CPF3_SALTY,"Acetolactate synthase, EC 2.2.1.6",ilvN STM3795,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),96,ilvN,,
Q7CPF5,unreviewed,Q7CPF5_SALTY,"Ribokinase, RK, EC 2.7.1.15",rbsK STM3793,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),306,rbsK,,
Q7CPJ1,unreviewed,Q7CPJ1_SALTY,"Ribosomal RNA large subunit methyltransferase J, EC 2.1.1.266 (23S rRNA (adenine(2030)-N6)-methyltransferase) (23S rRNA m6A2030 methyltransferase)",yhiR rlmJ STM3596,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),280,yhiR,,rlmJ
Q7CPJ7,unreviewed,Q7CPJ7_SALTY,RNA polymerase sigma factor RpoH (RNA polymerase sigma-32 factor),rpoH STM3568,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),284,rpoH,,
Q7CPP9,reviewed,GLMM_SALTY,"Phosphoglucosamine mutase, EC 5.4.2.10",glmM STM3294,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),445,glmM,,
Q7CPQ7,reviewed,GATY_SALTY,"D-tagatose-1,6-bisphosphate aldolase subunit GatY, TBPA, TagBP aldolase, EC 4.1.2.40 (D-tagatose-bisphosphate aldolase class II) (Tagatose-bisphosphate aldolase)",gatY STM3253,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),284,gatY,,
Q7CPS2,unreviewed,Q7CPS2_SALTY,"ADP-ribose pyrophosphatase, EC 3.6.1.13 (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase)",yqiE STM3185,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),210,yqiE,,
Q7CPS4,unreviewed,Q7CPS4_SALTY,Putative outer membrane protein,ygiW STM3176,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),130,ygiW,,
Q7CPS8,unreviewed,Q7CPS8_SALTY,"Hydrogenase (acceptor), EC 1.12.99.6 (NiFe hydrogenase)",hypO STM3150,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),372,hypO,,
Q7CPU5,reviewed,E4PD_SALTY,"D-erythrose-4-phosphate dehydrogenase, E4PDH, EC 1.2.1.72",epd STM3070,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),348,epd,,
Q7CPU6,unreviewed,Q7CPU6_SALTY,"Fructose-bisphosphate aldolase, FBP aldolase, EC 4.1.2.13",fba STM3068,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),359,fba,,
Q7CPW1,reviewed,RLMM_SALTY,"Ribosomal RNA large subunit methyltransferase M, EC 2.1.1.186 (23S rRNA (cytidine2498-2'-O)-methyltransferase) (23S rRNA 2'-O-ribose methyltransferase RlmM)",rlmM STM2980,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),366,rlmM,,
Q7CPW4,unreviewed,Q7CPW4_SALTY,"7-carboxy-7-deazaguanine synthase, CDG synthase, EC 4.3.99.3 (Queuosine biosynthesis protein QueE)",ygcF queE STM2951,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),223,ygcF,,queE
Q7CQ01,reviewed,CLPB_SALTY,Chaperone protein ClpB,clpB STM2660,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),857,clpB,,
Q7CQ08,reviewed,TADA_SALTY,"tRNA-specific adenosine deaminase, EC 3.5.4.33",tadA STM2568,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),172,tadA,,
Q7CQ25,reviewed,NUDK_SALTY,"GDP-mannose pyrophosphatase, EC 3.6.1.- (GDP-mannose hydrolase) (GDPMK)",nudK STM2477,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),191,nudK,,
Q7CQ41,reviewed,ACCD_SALTY,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, ACCase subunit beta, Acetyl-CoA carboxylase carboxyltransferase subunit beta, EC 2.1.3.15",accD STM2366,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),304,accD,,
Q7CQ49,reviewed,NUOA_SALTY,"NADH-quinone oxidoreductase subunit A, EC 7.1.1.- (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)",nuoA STM2328,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),147,nuoA,,
Q7CQ50,reviewed,NUOB_SALTY,"NADH-quinone oxidoreductase subunit B, EC 7.1.1.- (NADH dehydrogenase I subunit B) (NDH-1 subunit B)",nuoB STM2327,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),220,nuoB,,
Q7CQ51,reviewed,NUOI_SALTY,"NADH-quinone oxidoreductase subunit I, EC 7.1.1.- (NADH dehydrogenase I subunit I) (NDH-1 subunit I)",nuoI STM2321,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),180,nuoI,,
Q7CQ53,reviewed,NUOK_SALTY,"NADH-quinone oxidoreductase subunit K, EC 7.1.1.- (NADH dehydrogenase I subunit K) (NDH-1 subunit K)",nuoK STM2319,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),100,nuoK,,
Q7CQ56,reviewed,MENB_SALTY,"1,4-dihydroxy-2-naphthoyl-CoA synthase, DHNA-CoA synthase, EC 4.1.3.36",menB STM2307,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),285,menB,,
Q7CQB9,reviewed,PGSA_SALTY,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, EC 2.7.8.5 (Phosphatidylglycerophosphate synthase, PGP synthase)",pgsA STM1945,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),182,pgsA,,
Q7CQC4,reviewed,CMOA_SALTY,"Carboxy-S-adenosyl-L-methionine synthase, Cx-SAM synthase, EC 2.1.3.-",cmoA STM1905,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),247,cmoA,,
Q7CQD4,reviewed,SOPE2_SALTY,Guanine nucleotide exchange factor sopE2 (Effector protein sopE2) (Toxin sopE2),sopE2 STM1855,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),240,sopE2,,
Q7CQD7,unreviewed,Q7CQD7_SALTY,"Peptidoglycan D,D-transpeptidase FtsI, EC 3.4.16.4 (Penicillin-binding protein 3, PBP-3)",ftsI STM1836,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),581,ftsI,,
Q7CQE0,reviewed,TSAB_SALTY,"tRNA threonylcarbamoyladenosine biosynthesis protein TsaB (Resuscitation-promoting factor, RPF) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaB)",tsaB rpf yeaZ STM1820,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),231,tsaB,,rpf yeaZ
Q7CQE4,reviewed,EMTA_SALTY,"Endo-type membrane-bound lytic murein transglycosylase A, EC 4.2.2.n2 (Peptidoglycan lytic endotransglycosylase)",emtA STM1799,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),203,emtA,,
Q7CQF3,reviewed,KITH_SALTY,"Thymidine kinase, EC 2.7.1.21",tdk STM1750,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),205,tdk,,
Q7CQG6,unreviewed,Q7CQG6_SALTY,Lipopolysaccharide assembly protein B,yciM lapB STM1708,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),389,yciM,,lapB
Q7CQK0,reviewed,MDTI_SALTY,Spermidine export protein MdtI,mdtI STM1483,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),109,mdtI,,
Q7CQK1,reviewed,MDTJ_SALTY,Spermidine export protein MdtJ,mdtJ STM1482,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),120,mdtJ,,
Q7CQK7,reviewed,SYY_SALTY,"Tyrosine--tRNA ligase, EC 6.1.1.1 (Tyrosyl-tRNA synthetase, TyrRS)",tyrS STM1449,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),424,tyrS,,
Q7CQM8,reviewed,TTRR_SALTY,Tetrathionate response regulatory protein TtrR,ttrR STM1387,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),206,ttrR,,
Q7CQM9,reviewed,TTRB_SALTY,Tetrathionate reductase subunit B (Tetrathionate reductase electron transport protein),ttrB STM1385,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),250,ttrB,,
Q7CQN5,reviewed,SUFS_SALTY,"Cysteine desulfurase, EC 2.8.1.7 (Selenocysteine beta-lyase, SCL) (Selenocysteine lyase, EC 4.4.1.16) (Selenocysteine reductase)",sufS STM1373,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),406,sufS,,
Q7CQU1,unreviewed,Q7CQU1_SALTY,"Formate acetyltransferase, EC 2.3.1.54 (Pyruvate formate-lyase)",pflB STM0973,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),760,pflB,,
Q7CQV9,reviewed,DPS_SALTY,"DNA protection during starvation protein, EC 1.16.-.-",dps STM0831,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),167,dps,,
Q7CQX4,unreviewed,Q7CQX4_SALTY,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, EC 2.3.1.61 (2-oxoglutarate dehydrogenase complex component E2)",sucB STM0737,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),402,sucB,,
Q7CQX5,unreviewed,Q7CQX5_SALTY,Succinate dehydrogenase hydrophobic membrane anchor subunit,sdhD STM0733,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),115,sdhD,,
Q7CQY3,unreviewed,Q7CQY3_SALTY,Ferric uptake regulation protein,fur STM0693,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),150,fur,,
Q7CQY4,reviewed,CHIP_SALTY,Chitoporin,chiP STM0687,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),468,chiP,,
Q7CQZ3,unreviewed,Q7CQZ3_SALTY,"Peptidoglycan glycosyltransferase MrdB, PGT, EC 2.4.1.129 (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase, PG polymerase)",mrdB rodA STM0639,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),370,mrdB,,rodA
Q7CR08,reviewed,ALLB_SALTY,"Allantoinase, EC 3.5.2.5 (Allantoin-utilizing enzyme)",allB STM0523,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),453,allB,,
Q7CR17,reviewed,HHA_SALTY,Hemolysin expression-modulating protein Hha,hha STM0473,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),72,hha,,
Q7CR22,reviewed,QUEC_SALTY,"7-cyano-7-deazaguanine synthase, EC 6.3.4.20 (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)",queC STM0455,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),231,queC,,
Q7CR26,unreviewed,Q7CR26_SALTY,Ubiquinol oxidase subunit 2,cyoA STM0443,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),318,cyoA,,
Q7CR27,unreviewed,Q7CR27_SALTY,"Cytochrome bo(3) ubiquinol oxidase subunit 1, EC 7.1.1.3 (Cytochrome o ubiquinol oxidase subunit 1) (Oxidase bo(3) subunit 1) (Ubiquinol oxidase polypeptide I) (Ubiquinol oxidase subunit 1)",cyoB STM0442,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),663,cyoB,,
Q7CR28,unreviewed,Q7CR28_SALTY,Cytochrome bo(3) ubiquinol oxidase subunit 4 (Cytochrome o ubiquinol oxidase subunit 4) (Oxidase bo(3) subunit 4) (Ubiquinol oxidase polypeptide IV) (Ubiquinol oxidase subunit 4),cyoD STM0440,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),109,cyoD,,
Q7CR35,unreviewed,Q7CR35_SALTY,"Phosphatidylglycerophosphatase A, EC 3.1.3.27 (Phosphatidylglycerolphosphate phosphatase A)",pgpA STM0420,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),171,pgpA,,
Q7CR48,unreviewed,Q7CR48_SALTY,"Delta-aminolevulinic acid dehydratase, EC 4.2.1.24",hemB STM0372,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),324,hemB,,
Q7CR52,reviewed,CRL_SALTY,Sigma factor-binding protein Crl,crl STM0319,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),133,crl,,
Q7CR81,reviewed,FTSQ_SALTY,Cell division protein FtsQ,ftsQ STM0131,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),276,ftsQ,,
Q7CR82,unreviewed,Q7CR82_SALTY,"Probable peptidoglycan glycosyltransferase FtsW, PGT, EC 2.4.1.129 (Cell division protein FtsW) (Cell wall polymerase) (Peptidoglycan polymerase, PG polymerase)",ftsW STM0127,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),414,ftsW,,
Q7CR83,unreviewed,Q7CR83_SALTY,"Peptidoglycan D,D-transpeptidase FtsI, EC 3.4.16.4 (Penicillin-binding protein 3, PBP-3)",ftsI STM0122,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),588,ftsI,,
Q7CR85,reviewed,THIB_SALTY,Thiamine-binding periplasmic protein,thiB tbpA STM0108,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),327,thiB,,tbpA
Q7CR87,reviewed,SURA_SALTY,"Chaperone SurA (Peptidyl-prolyl cis-trans isomerase SurA, PPIase SurA, EC 5.2.1.8) (Rotamase SurA)",surA STM0092,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),428,surA,,
